,SELL_ID,SELL_CATEGORY,ITEM_NAME,CALENDAR_DATE,PRICE,QUANTITY,YEAR,HOLIDAY,IS_WEEKEND,IS_SCHOOLBREAK,AVERAGE_TEMPERATURE,IS_OUTDOOR
176,1070,0,BURGER,1/14/14,15.5,86,2014,No Holiday,0,0,28.4,1
216,1070,0,BURGER,1/15/15,14.0,104,2015,No Holiday,0,0,32.0,1
248,1070,0,BURGER,1/16/15,14.0,100,2015,No Holiday,0,0,32.0,1
376,1070,0,BURGER,1/2/15,14.0,102,2015,No Holiday,0,0,37.4,1
608,1070,0,BURGER,1/27/12,15.5,86,2012,No Holiday,0,0,32.0,1
768,1070,0,BURGER,1/31/12,15.5,84,2012,No Holiday,0,0,32.0,1
800,1070,0,BURGER,1/4/12,15.5,88,2012,No Holiday,0,0,32.0,1
856,1070,0,BURGER,1/5/15,14.0,104,2015,No Holiday,0,0,33.8,1
888,1070,0,BURGER,1/6/15,14.0,98,2015,No Holiday,0,0,32.0,1
920,1070,0,BURGER,1/7/15,14.0,104,2015,No Holiday,0,0,32.0,1
1016,1070,0,BURGER,10/10/12,15.0,94,2012,No Holiday,0,0,62.6,1
1024,1070,0,BURGER,10/10/13,14.0,96,2013,No Holiday,0,0,59.0,1
1032,1070,0,BURGER,10/10/14,15.5,88,2014,No Holiday,0,0,60.8,1
1040,1070,0,BURGER,10/11/12,15.0,92,2012,No Holiday,0,0,62.6,1
1048,1070,0,BURGER,10/11/13,14.0,100,2013,No Holiday,0,0,60.8,1
1064,1070,0,BURGER,10/12/12,15.0,88,2012,No Holiday,0,0,62.6,1
1104,1070,0,BURGER,10/13/14,15.5,88,2014,No Holiday,0,0,59.0,1
1120,1070,0,BURGER,10/14/13,14.0,104,2013,No Holiday,0,0,55.4,1
1128,1070,0,BURGER,10/14/14,15.5,90,2014,No Holiday,0,0,48.2,1
1136,1070,0,BURGER,10/15/12,15.0,86,2012,No Holiday,0,0,59.0,1
1144,1070,0,BURGER,10/15/13,14.0,96,2013,No Holiday,0,0,55.4,1
1152,1070,0,BURGER,10/15/14,15.5,84,2014,No Holiday,0,0,48.2,1
1160,1070,0,BURGER,10/16/12,15.0,94,2012,No Holiday,0,0,57.2,1
1168,1070,0,BURGER,10/16/13,14.0,98,2013,No Holiday,0,0,51.8,1
1176,1070,0,BURGER,10/16/14,15.5,90,2014,No Holiday,0,0,53.6,1
1184,1070,0,BURGER,10/17/12,15.0,94,2012,No Holiday,0,0,57.2,1
1192,1070,0,BURGER,10/17/13,14.0,100,2013,No Holiday,0,0,51.8,1
1200,1070,0,BURGER,10/17/14,15.5,86,2014,No Holiday,0,0,55.4,1
1208,1070,0,BURGER,10/18/12,15.0,90,2012,No Holiday,0,0,59.0,1
1216,1070,0,BURGER,10/18/13,14.0,96,2013,No Holiday,0,0,55.4,1
1232,1070,0,BURGER,10/19/12,15.0,90,2012,No Holiday,0,0,59.0,1
1296,1070,0,BURGER,10/20/14,15.5,90,2014,No Holiday,0,0,55.4,1
1312,1070,0,BURGER,10/21/13,14.0,100,2013,No Holiday,0,0,51.8,1
1320,1070,0,BURGER,10/21/14,15.5,88,2014,No Holiday,0,0,53.6,1
1328,1070,0,BURGER,10/22/12,15.0,90,2012,No Holiday,0,0,60.8,1
1336,1070,0,BURGER,10/22/13,14.0,102,2013,No Holiday,0,0,50.0,1
1344,1070,0,BURGER,10/22/14,15.5,86,2014,No Holiday,0,0,50.0,1
